SpeciesGroupID	Fingerprint
356	89088ef2c486a81eda7c0acca7eeef06d0fc020d
357	89088ef2c486a81eda7c0acca7eeef06d0fc020d
358	e776fe328493caf265c4bee918c9d3e4a4efba45
359	90d7c9a23f2d2cb8ac61c42bb64dc61e15b83fc1
360	89088ef2c486a81eda7c0acca7eeef06d0fc020d
361	0dfe5832c1fe4ce9654fbe9f72dd17a0700faec5
362	04e57896fb35e3be8bb814ad6d745a045b5c68a1
363	89088ef2c486a81eda7c0acca7eeef06d0fc020d
364	89088ef2c486a81eda7c0acca7eeef06d0fc020d
365	89088ef2c486a81eda7c0acca7eeef06d0fc020d
366	37d5a817022050c265cd59482dde1ee3d203251b
367	73ac00a7c17a1b3b81846195239e1cf49a6675c6
368	22e837a8d160744b6d469a216ad85a5d83756ba9
369	b9011b903d1b603ccaed8a6ed39ddc2244d626a3
370	89088ef2c486a81eda7c0acca7eeef06d0fc020d
371	58aef9afa3e6348b2a44a45577d091be988ae99d
372	49c568e95863b67313c27cb475862440b4535b99
373	89088ef2c486a81eda7c0acca7eeef06d0fc020d
374	e1fd9c3384255c4a329220757f9c7e86b02f06b9
375	b0c75c12b0c780a53536d24e0bdd51e649bac7b3
376	b307d090c60fad70b7e09667e6f0b821b1f127c9
377	de7abcab745ba953ac2c255f8f8b835a646a58e7
378	c97ae72fd4536f18ce37f9baa405e0c4c8b90fb0
379	98b2bed1a548180f483735c7a4256c290c5d2633
380	d1b442dc78b364cbbf2b183b448af5574b28472a
381	258abdd59c4d73c8fc800fc81dd1cdcc21361c30
382	3a26424062a48f498fd336c3dda417d4bf6c057a
383	5389a7727cad2ff868838a37a86663bde252c40d
384	8e37d4a91288b46ac2efabb07c1eaab1b27f6c27
385	f882c8097a9ddaf8e8ec3083699bcd3a958ebc7f
386	89088ef2c486a81eda7c0acca7eeef06d0fc020d
387	ffc7849acd8e215925644544f50a5d7fb73f8083
388	89088ef2c486a81eda7c0acca7eeef06d0fc020d
389	89088ef2c486a81eda7c0acca7eeef06d0fc020d
390	97f6a096e656e08d1bb6b660f8fe4177bdca4514
391	08e077b23cd5167601a7e728914e232ba49c9036
392	89088ef2c486a81eda7c0acca7eeef06d0fc020d
393	f74e2656b996d99d63e9f3346a2488f4969d0c97
394	bdceb88c900fbe75ec3708992d2c4c90e954d451
395	9f3ebefd57a02aca38bfbeacf264288f831b40e7
396	89088ef2c486a81eda7c0acca7eeef06d0fc020d
397	5cbfa2937a8c17a8c3a82fec3929874c5d4b7324
398	89088ef2c486a81eda7c0acca7eeef06d0fc020d
399	ec7878607bcfece96eb6c508745b2e030e74caa0
400	89088ef2c486a81eda7c0acca7eeef06d0fc020d
401	89088ef2c486a81eda7c0acca7eeef06d0fc020d
402	c2639513931806eae2968b062fe319e2f4313c21
403	996ab8efdbd34bd265ff8dc58cd2e3d7720df8ec
404	64997776a3af6364e62bc02744cbca88177ce809
405	28832309dfb290d075f69ae46e63c04ac2642e79
406	037f48778960978269dcd815b8b24c1accc68918
407	89088ef2c486a81eda7c0acca7eeef06d0fc020d
408	89088ef2c486a81eda7c0acca7eeef06d0fc020d
409	f83e8d4c8c5517d743e4b9f9810493f33a768958
410	89088ef2c486a81eda7c0acca7eeef06d0fc020d
411	e92ea4b8af24d2b8c9db44201b2c8848359f87b4
412	3e5f0e77ed316fff106dbecd53b65a3bdf2cf53e
413	444bde31a5c20b9fae5d92efcc68e034a3ee34c3
414	40172a1bf3d8c0d8a1cfc8bf0b97c010d77550c6
415	237d0eafc529b8d8eb2b2a402ef077cff305e0b8
416	c18fd6ec1d7f0e53960017bf8d0e64328d3829eb
417	dbe3a72f5729f06d1fb7493179b9c887d86dfc58
418	e0c1866f20acd81e7495d081643a481a6fe7738b
419	73a08e1d375be44e3529d44742e3899fa2ead067
420	89088ef2c486a81eda7c0acca7eeef06d0fc020d
421	89088ef2c486a81eda7c0acca7eeef06d0fc020d
422	89088ef2c486a81eda7c0acca7eeef06d0fc020d
423	8ba1979a6a94dd58fea2488423de68e0611fd393
424	40f63fa403f5d19117c165e1cec0df0a4d61ac7a
425	7ba86037b90f57c2d4d35d36d5463c34d8c0cb85
426	70d5186e8ec77bb4df95e9ac7e3dbedaeab8a28a
427	89088ef2c486a81eda7c0acca7eeef06d0fc020d
428	89088ef2c486a81eda7c0acca7eeef06d0fc020d
429	89088ef2c486a81eda7c0acca7eeef06d0fc020d
430	89088ef2c486a81eda7c0acca7eeef06d0fc020d
431	2485c689b23ebc25b3fbf261a2873b5ed2936344
432	89088ef2c486a81eda7c0acca7eeef06d0fc020d
433	89088ef2c486a81eda7c0acca7eeef06d0fc020d
434	89088ef2c486a81eda7c0acca7eeef06d0fc020d
435	094b860b043a85dd7ae6094d42b325b0aca65e44
436	41c087e64f2722cf13a921df17cede43c1098b61
437	89088ef2c486a81eda7c0acca7eeef06d0fc020d
438	89088ef2c486a81eda7c0acca7eeef06d0fc020d
439	89088ef2c486a81eda7c0acca7eeef06d0fc020d
